Month,Line,Day Type,Crew Availability,External Factors,Infrastructure & Equipment,Operating Conditions,Planned ROW Work,Police & Medical
2024-05-01,S 42nd,2,0,0,0,1,0,0
2024-05-01,S Fkln,1,1,0,0,0,2,0
2024-05-01,S Fkln,2,0,0,0,0,0,2
2024-05-01,S Rock,1,0,22,2,1,5,6
2024-05-01,S Rock,2,1,4,2,0,0,0
2024-06-01,1,1,20,1,61,63,54,84
2024-06-01,1,2,12,0,13,21,10,26
2024-06-01,2,1,27,2,68,91,48,75
2024-06-01,2,2,14,0,21,103,26,37
2024-06-01,3,1,20,1,27,73,12,33
2024-06-01,3,2,4,1,15,34,22,25
2024-06-01,4,1,11,0,50,65,35,56
2024-06-01,4,2,5,0,15,47,22,26
2024-06-01,5,1,14,3,41,66,12,56
2024-06-01,5,2,1,0,3,42,6,13
2024-06-01,6,1,16,2,59,147,55,121
2024-06-01,6,2,9,1,19,53,27,29
2024-06-01,7,1,17,2,45,5,16,36
2024-06-01,7,2,10,0,9,7,10,14
2024-06-01,A,1,33,39,76,72,62,81
2024-06-01,A,2,16,19,45,24,41,56
2024-06-01,B,1,15,1,31,39,8,47
2024-06-01,C,1,8,1,32,71,12,67
2024-06-01,C,2,7,0,19,16,16,22
2024-06-01,D,1,16,2,50,37,65,80
2024-06-01,D,2,9,0,14,11,29,29
2024-06-01,E,1,17,0,55,28,53,40
2024-06-01,E,2,5,0,13,1,23,19
2024-06-01,F,1,27,0,89,58,79,70
2024-06-01,F,2,14,0,41,8,39,27
2024-06-01,G,1,8,0,23,25,47,27
2024-06-01,G,2,2,0,7,13,18,8
2024-06-01,JZ,1,6,1,33,32,39,51
2024-06-01,JZ,2,6,1,8,16,17,30
2024-06-01,L,1,6,1,26,2,13,16
2024-06-01,L,2,3,0,6,0,7,8
2024-06-01,M,1,17,1,35,24,14,44
2024-06-01,M,2,1,0,4,13,4,13
2024-06-01,N,1,26,4,81,53,61,76
2024-06-01,N,2,6,0,26,22,25,33
2024-06-01,Q,1,16,7,39,26,26,78
2024-06-01,Q,2,7,0,19,16,23,43
2024-06-01,R,1,17,2,47,22,37,67
2024-06-01,R,2,10,2,10,6,9,31
2024-06-01,S 42nd,1,0,0,1,0,0,2
2024-06-01,S Fkln,1,0,0,2,0,0,0
2024-06-01,S Fkln,2,0,0,0,0,0,0
2024-06-01,S Rock,1,0,35,3,1,2,1
2024-06-01,S Rock,2,0,24,5,2,0,0
2024-07-01,1,1,27,1,69,65,54,85
2024-07-01,1,2,5,0,9,14,10,10
2024-07-01,2,1,25,0,59,117,63,50
2024-07-01,2,2,10,1,31,64,21,32
2024-07-01,3,1,18,1,32,70,11,42
2024-07-01,3,2,4,0,5,29,18,22
2024-07-01,4,1,25,0,57,69,35,71
2024-07-01,4,2,7,0,21,55,15,30
2024-07-01,5,1,25,2,45,61,14,44
2024-07-01,5,2,1,0,11,31,4,11
2024-07-01,6,1,22,2,84,149,61,100
2024-07-01,6,2,4,2,19,55,16,30
2024-07-01,7,1,32,0,40,6,20,40
2024-07-01,7,2,7,1,7,4,7,8
2024-07-01,A,1,29,27,99,66,64,75
2024-07-01,A,2,16,20,69,20,35,28
2024-07-01,B,1,14,0,40,51,20,45
2024-07-01,C,1,10,0,52,93,19,86
2024-07-01,C,2,9,0,12,12,19,12
2024-07-01,D,1,21,1,80,44,66,65
2024-07-01,D,2,7,1,23,7,29,33
2024-07-01,E,1,16,1,55,27,51,39
2024-07-01,E,2,5,0,4,5,13,6
2024-07-01,F,1,20,0,125,49,78,65
2024-07-01,F,2,5,0,13,29,24,19
2024-07-01,G,1,10,0,16,18,32,9
2024-07-01,G,2,0,0,3,17,10,4
2024-07-01,JZ,1,9,4,45,40,45,41
2024-07-01,JZ,2,2,0,15,3,14,17
2024-07-01,L,1,11,1,49,3,30,22
2024-07-01,L,2,4,0,8,1,6,8
2024-07-01,M,1,14,1,37,37,24,37
2024-07-01,M,2,3,0,6,1,0,2
2024-07-01,N,1,23,5,89,92,83,82
2024-07-01,N,2,4,0,30,24,28,26
2024-07-01,Q,1,14,6,63,47,33,66
2024-07-01,Q,2,3,0,26,15,18,27
2024-07-01,R,1,20,0,49,22,41,74
2024-07-01,R,2,3,1,14,3,7,21
2024-07-01,S 42nd,1,0,0,2,0,0,3
2024-07-01,S 42nd,2,0,0,1,0,0,0
2024-07-01,S Fkln,1,0,0,1,0,1,0
2024-07-01,S Fkln,2,0,0,0,1,0,0
2024-07-01,S Rock,1,0,25,3,2,4,2
2024-07-01,S Rock,2,0,21,9,2,0,3
2024-08-01,1,1,20,2,74,57,48,59
2024-08-01,1,2,10,1,11,19,13,27
2024-08-01,2,1,31,1,68,107,57,62
2024-08-01,2,2,11,1,34,66,19,34
2024-08-01,3,1,16,1,26,72,9,33
2024-08-01,3,2,1,0,15,33,15,22
2024-08-01,4,1,32,0,47,78,24,53
2024-08-01,4,2,6,0,22,36,18,23
2024-08-01,5,1,23,1,42,54,6,39
2024-08-01,5,2,1,0,4,19,3,7
2024-08-01,6,1,15,0,80,145,51,118
2024-08-01,6,2,5,0,13,42,18,25
2024-08-01,7,1,32,0,59,12,31,27
2024-08-01,7,2,3,0,13,2,12,20
2024-08-01,A,1,24,42,111,48,61,78
2024-08-01,A,2,11,8,46,21,35,32
2024-08-01,B,1,14,3,45,72,22,57
2024-08-01,C,1,10,0,50,83,21,83
2024-08-01,C,2,4,1,10,30,13,20
2024-08-01,D,1,25,1,94,57,63,73
2024-08-01,D,2,11,0,28,19,24,34
2024-08-01,E,1,17,0,69,28,73,36
2024-08-01,E,2,5,0,11,4,16,6
2024-08-01,F,1,31,2,123,55,79,60
2024-08-01,F,2,3,2,25,14,27,11
2024-08-01,G,1,3,0,18,11,32,4
2024-08-01,G,2,0,0,4,3,6,1
2024-08-01,JZ,1,11,3,44,36,56,56
2024-08-01,JZ,2,3,0,7,9,13,10
2024-08-01,L,1,8,1,36,2,23,28
2024-08-01,L,2,3,1,11,0,0,5
2024-08-01,M,1,13,0,46,42,30,27
2024-08-01,M,2,1,0,5,2,2,1
2024-08-01,N,1,28,1,87,75,74,79
2024-08-01,N,2,12,0,27,15,39,38
2024-08-01,Q,1,17,4,61,47,54,69
2024-08-01,Q,2,1,0,17,30,13,31
2024-08-01,R,1,19,2,60,44,38,52
2024-08-01,R,2,4,1,8,7,7,18
2024-08-01,S 42nd,1,0,0,4,0,0,2
2024-08-01,S 42nd,2,0,0,2,0,0,1
2024-08-01,S Fkln,1,0,0,3,0,0,1
2024-08-01,S Rock,1,0,20,4,1,8,3
2024-08-01,S Rock,2,0,7,10,5,1,4
2024-09-01,1,1,16,0,65,40,43,83
2024-09-01,1,2,6,0,23,17,14,21
2024-09-01,2,1,17,0,50,106,59,57
2024-09-01,2,2,6,1,35,99,29,65
2024-09-01,3,1,3,0,26,48,13,56
2024-09-01,3,2,0,0,1,10,9,20
2024-09-01,4,1,15,0,63,48,34,81
2024-09-01,4,2,5,1,16,54,17,37
2024-09-01,5,1,12,0,45,43,20,56
2024-09-01,5,2,4,1,3,16,2,7
2024-09-01,6,1,15,2,59,109,54,116
2024-09-01,6,2,11,0,11,43,20,19
2024-09-01,7,1,11,0,44,9,25,24
2024-09-01,7,2,1,0,13,4,12,13
2024-09-01,A,1,33,46,85,38,66,78
2024-09-01,A,2,16,13,26,5,28,36
2024-09-01,B,1,13,0,51,47,34,65
2024-09-01,C,1,12,0,43,62,29,95
2024-09-01,C,2,0,1,14,12,5,22
2024-09-01,D,1,22,2,63,29,60,74
2024-09-01,D,2,11,0,18,11,16,18
2024-09-01,E,1,9,0,39,9,59,57
2024-09-01,E,2,5,0,10,5,20,10
2024-09-01,F,1,26,0,109,29,110,71
2024-09-01,F,2,3,1,30,12,34,19
2024-09-01,G,1,19,0,49,20,69,44
2024-09-01,G,2,0,0,7,8,28,6
2024-09-01,JZ,1,8,0,28,37,63,72
2024-09-01,JZ,2,4,0,14,12,11,40
2024-09-01,L,1,6,0,26,3,33,28
2024-09-01,L,2,2,0,8,0,2,5
2024-09-01,M,1,9,1,37,18,20,41
2024-09-01,M,2,4,1,3,0,3,8
2024-09-01,N,1,32,0,66,75,64,109
2024-09-01,N,2,7,0,25,19,31,33
2024-09-01,Q,1,14,0,49,39,63,93
2024-09-01,Q,2,7,0,18,29,13,34
2024-09-01,R,1,15,0,50,22,28,69
2024-09-01,R,2,8,1,16,5,9,19
2024-09-01,S 42nd,1,0,0,3,0,0,2
2024-09-01,S 42nd,2,0,0,0,1,0,0
2024-09-01,S Fkln,1,1,0,1,1,1,2
2024-09-01,S Fkln,2,0,0,0,0,0,2
2024-09-01,S Rock,1,0,36,1,1,7,0
2024-09-01,S Rock,2,0,15,3,0,0,1
2024-10-01,1,1,19,2,59,49,49,103
2024-10-01,1,2,9,0,14,8,11,27
2024-10-01,2,1,19,1,57,100,55,98
2024-10-01,2,2,3,0,14,37,15,54
2024-10-01,3,1,8,1,37,51,11,79
2024-10-01,3,2,4,1,11,24,15,41
2024-10-01,4,1,21,1,50,50,25,110
2024-10-01,4,2,5,0,16,22,14,17
2024-10-01,5,1,12,0,25,34,16,87
2024-10-01,5,2,0,0,2,14,6,2
2024-10-01,6,1,16,1,68,99,57,150
2024-10-01,6,2,6,0,8,22,19,36
2024-10-01,7,1,25,1,44,3,41,41
2024-10-01,7,2,2,0,7,1,9,10
2024-10-01,A,1,15,60,87,46,57,107
2024-10-01,A,2,9,24,25,7,30,41
2024-10-01,B,1,23,1,65,39,28,71
2024-10-01,C,1,13,2,34,80,21,117
2024-10-01,C,2,2,2,10,9,14,20
2024-10-01,D,1,28,0,85,46,75,92
2024-10-01,D,2,5,0,20,6,23,20
2024-10-01,E,1,9,0,70,13,67,67
2024-10-01,E,2,2,0,11,3,16,15
2024-10-01,F,1,31,3,117,34,110,124
2024-10-01,F,2,5,0,22,4,39,21
2024-10-01,G,1,11,0,54,20,67,41
2024-10-01,G,2,5,0,8,2,2,3
2024-10-01,JZ,1,13,0,43,53,62,83
2024-10-01,JZ,2,2,0,9,4,9,8
2024-10-01,L,1,9,1,40,5,29,25
2024-10-01,L,2,8,0,10,0,2,5
2024-10-01,M,1,14,3,38,33,32,50
2024-10-01,M,2,0,0,2,0,3,1
2024-10-01,N,1,28,2,97,62,96,106
2024-10-01,N,2,9,1,25,7,17,17
2024-10-01,Q,1,13,2,52,34,60,91
2024-10-01,Q,2,2,1,12,4,10,12
2024-10-01,R,1,15,1,70,28,46,70
2024-10-01,R,2,3,0,10,7,15,16
2024-10-01,S 42nd,1,1,0,2,0,0,0
2024-10-01,S 42nd,2,0,0,2,0,0,0
2024-10-01,S Fkln,1,0,2,2,0,3,6
2024-10-01,S Fkln,2,0,0,0,0,0,1
2024-10-01,S Rock,1,1,49,5,2,10,7
2024-10-01,S Rock,2,0,2,0,0,0,0
2024-11-01,1,1,17,3,57,36,40,102
2024-11-01,1,2,3,1,20,25,14,42
2024-11-01,2,1,17,2,57,78,57,96
2024-11-01,2,2,8,0,22,52,26,71
2024-11-01,3,1,12,1,28,41,15,87
2024-11-01,3,2,4,1,13,23,18,46
2024-11-01,4,1,16,1,61,50,45,84
2024-11-01,4,2,4,0,26,32,16,45
2024-11-01,5,1,12,1,28,18,8,67
2024-11-01,5,2,2,1,14,27,18,35
2024-11-01,6,1,18,0,70,92,42,109
2024-11-01,6,2,3,0,19,34,10,35
2024-11-01,7,1,14,3,38,9,23,42
2024-11-01,7,2,0,0,8,1,11,17
2024-11-01,A,1,25,36,84,44,76,84
2024-11-01,A,2,10,18,35,30,31,59
2024-11-01,B,1,21,0,52,46,21,52
2024-11-01,C,1,9,2,32,63,18,89
2024-11-01,C,2,2,1,4,7,6,18
2024-11-01,D,1,14,0,62,47,54,73
2024-11-01,D,2,2,0,29,14,23,21
2024-11-01,E,1,9,1,66,10,60,44
2024-11-01,E,2,5,0,14,4,23,23
2024-11-01,F,1,24,0,114,32,65,78
2024-11-01,F,2,8,1,17,7,35,25
2024-11-01,G,1,8,0,38,19,51,43
2024-11-01,G,2,3,0,10,5,10,5
2024-11-01,JZ,1,7,1,52,54,43,60
2024-11-01,JZ,2,2,2,11,12,14,14
2024-11-01,L,1,8,0,37,5,22,19
2024-11-01,L,2,2,1,10,0,11,11
2024-11-01,M,1,5,1,35,21,20,37
2024-11-01,M,2,1,0,5,0,2,6
2024-11-01,N,1,21,1,71,56,51,103
2024-11-01,N,2,5,0,26,15,21,42
2024-11-01,Q,1,12,6,55,22,37,81
2024-11-01,Q,2,3,2,23,2,14,25
2024-11-01,R,1,14,1,51,28,34,47
2024-11-01,R,2,5,1,8,13,4,32
2024-11-01,S 42nd,1,1,0,2,0,0,0
2024-11-01,S 42nd,2,1,0,1,0,0,1
2024-11-01,S Fkln,1,1,0,1,0,2,4
2024-11-01,S Fkln,2,0,0,1,0,0,1
2024-11-01,S Rock,1,0,26,0,1,2,1
2024-11-01,S Rock,2,0,3,0,0,0,2
2024-12-01,1,1,16,2,84,36,38,84
2024-12-01,1,2,7,0,31,11,15,23
2024-12-01,2,1,29,1,70,82,46,151
2024-12-01,2,2,6,3,41,61,31,97
2024-12-01,3,1,10,0,42,45,9,78
2024-12-01,3,2,6,0,14,20,11,20
2024-12-01,4,1,26,0,59,44,28,102
2024-12-01,4,2,7,0,25,44,18,46
2024-12-01,5,1,13,1,52,51,10,96
2024-12-01,5,2,3,0,9,18,6,34
2024-12-01,6,1,33,1,70,82,37,131
2024-12-01,6,2,11,0,17,23,14,42
2024-12-01,7,1,16,1,42,13,28,45
2024-12-01,7,2,5,1,9,4,8,21
2024-12-01,A,1,29,51,78,49,45,109
2024-12-01,A,2,9,14,48,13,29,40
2024-12-01,B,1,11,2,47,49,27,41
2024-12-01,C,1,11,0,45,85,13,101
2024-12-01,C,2,6,0,9,13,11,28
2024-12-01,D,1,20,0,57,62,56,70
2024-12-01,D,2,6,1,21,16,19,30
2024-12-01,E,1,11,0,54,18,49,56
2024-12-01,E,2,0,0,12,3,19,15
2024-12-01,F,1,22,0,146,33,70,105
2024-12-01,F,2,9,1,29,7,37,34
2024-12-01,G,1,8,0,33,19,63,46
2024-12-01,G,2,5,0,9,4,21,9
2024-12-01,JZ,1,17,1,38,45,25,80
2024-12-01,JZ,2,3,3,11,4,10,32
2024-12-01,L,1,7,3,48,4,30,28
2024-12-01,L,2,1,0,13,1,3,12
2024-12-01,M,1,18,0,38,26,14,50
2024-12-01,M,2,2,0,5,2,0,4
2024-12-01,N,1,26,2,86,68,53,79
2024-12-01,N,2,10,1,24,16,35,27
2024-12-01,Q,1,13,2,62,30,50,93
2024-12-01,Q,2,4,3,24,14,23,59
2024-12-01,R,1,7,3,51,20,31,45
2024-12-01,R,2,5,0,15,9,10,27
2024-12-01,S 42nd,1,0,0,0,0,0,2
2024-12-01,S 42nd,2,0,0,1,0,0,2
2024-12-01,S Fkln,1,0,1,5,0,4,1
2024-12-01,S Fkln,2,0,1,1,0,3,1
2024-12-01,S Rock,1,0,31,3,1,2,7
2024-12-01,S Rock,2,0,16,6,1,1,0
2025-01-01,1,1,19,2,61,39,42,91
2025-01-01,1,2,6,0,24,11,15,32
2025-01-01,2,1,13,0,61,45,40,146
2025-01-01,2,2,5,0,15,47,20,62
2025-01-01,3,1,9,1,41,42,14,78
2025-01-01,3,2,2,1,8,26,14,44
2025-01-01,4,1,8,1,53,44,28,137
2025-01-01,4,2,3,0,16,32,14,34
2025-01-01,5,1,6,5,49,43,13,100
2025-01-01,5,2,1,0,10,8,3,28
2025-01-01,6,1,11,3,74,59,35,156
2025-01-01,6,2,8,0,23,18,11,44
2025-01-01,7,1,16,4,41,6,34,33
2025-01-01,7,2,2,1,8,0,13,12
2025-01-01,A,1,12,28,105,33,61,97
2025-01-01,A,2,8,13,26,13,23,36
2025-01-01,B,1,12,1,51,54,17,79
2025-01-01,C,1,16,0,43,57,17,85
2025-01-01,C,2,2,0,11,9,0,16
2025-01-01,D,1,24,1,75,34,67,92
2025-01-01,D,2,3,1,22,13,9,26
2025-01-01,E,1,9,0,49,15,66,46
2025-01-01,E,2,5,1,13,3,21,25
2025-01-01,F,1,16,1,119,30,69,103
2025-01-01,F,2,5,0,22,6,32,22
2025-01-01,G,1,8,0,62,76,72,71
2025-01-01,G,2,5,1,16,23,19,76
2025-01-01,JZ,1,9,0,36,16,29,71
2025-01-01,JZ,2,2,2,13,7,9,14
2025-01-01,L,1,8,4,48,7,30,39
2025-01-01,L,2,2,0,12,1,5,12
2025-01-01,M,1,10,1,19,13,14,36
2025-01-01,M,2,0,0,3,1,4,4
2025-01-01,N,1,15,4,97,59,61,93
2025-01-01,N,2,2,2,25,12,23,33
2025-01-01,Q,1,8,1,41,22,47,133
2025-01-01,Q,2,4,0,12,10,14,25
2025-01-01,R,1,3,0,46,13,17,50
2025-01-01,R,2,5,0,7,7,5,41
2025-01-01,S 42nd,1,0,0,0,0,0,1
2025-01-01,S 42nd,2,1,0,1,0,0,1
2025-01-01,S Fkln,1,0,0,6,0,2,3
2025-01-01,S Fkln,2,0,0,2,0,2,0
2025-01-01,S Rock,1,0,3,7,2,4,12
2025-01-01,S Rock,2,1,4,2,0,0,2
2025-02-01,1,1,18,3,57,38,44,98
2025-02-01,1,2,2,0,29,11,20,40
2025-02-01,2,1,35,1,48,35,42,112
2025-02-01,2,2,5,0,20,24,19,57
2025-02-01,3,1,9,0,29,28,33,80
2025-02-01,3,2,2,0,16,9,27,41
2025-02-01,4,1,10,1,58,23,30,78
2025-02-01,4,2,3,1,32,28,15,40
2025-02-01,5,1,12,2,30,50,14,98
2025-02-01,5,2,2,0,9,26,9,33
2025-02-01,6,1,14,1,84,64,35,161
2025-02-01,6,2,1,0,16,15,17,47
2025-02-01,7,1,19,2,48,10,25,50
2025-02-01,7,2,1,0,13,4,8,6
2025-02-01,A,1,13,1,68,30,59,72
2025-02-01,A,2,3,1,26,3,15,25
2025-02-01,B,1,9,3,49,47,14,59
2025-02-01,C,1,12,2,46,42,22,66
2025-02-01,C,2,2,1,10,13,10,31
2025-02-01,D,1,18,1,67,29,57,74
2025-02-01,D,2,4,1,22,2,18,53
2025-02-01,E,1,9,1,66,19,58,57
2025-02-01,E,2,7,1,11,0,18,18
2025-02-01,F,1,15,5,115,57,77,102
2025-02-01,F,2,5,0,32,2,41,36
2025-02-01,G,1,5,0,60,38,64,69
2025-02-01,G,2,3,0,13,4,20,17
2025-02-01,JZ,1,8,1,20,29,31,54
2025-02-01,JZ,2,0,3,6,4,4,10
2025-02-01,L,1,9,2,37,4,29,30
2025-02-01,L,2,3,1,20,2,6,7
2025-02-01,M,1,12,0,32,22,8,36
2025-02-01,M,2,1,0,2,2,0,0
2025-02-01,N,1,13,1,67,51,58,71
2025-02-01,N,2,2,1,38,14,29,33
2025-02-01,Q,1,9,1,37,38,41,76
2025-02-01,Q,2,2,2,22,7,15,29
2025-02-01,R,1,4,0,38,15,26,45
2025-02-01,R,2,1,0,14,3,10,16
2025-02-01,S 42nd,1,0,0,1,0,0,3
2025-02-01,S 42nd,2,0,0,2,0,0,0
2025-02-01,S Fkln,1,0,0,1,0,2,2
2025-02-01,S Fkln,2,0,0,0,0,0,1
2025-02-01,S Rock,1,0,1,4,1,0,1
2025-02-01,S Rock,2,0,1,2,0,1,3
2025-03-01,1,1,26,2,65,49,67,96
2025-03-01,1,2,6,0,18,8,24,36
2025-03-01,2,1,25,0,66,45,72,101
2025-03-01,2,2,10,1,19,38,19,66
2025-03-01,3,1,7,0,37,20,31,64
2025-03-01,3,2,6,2,7,13,23,29
2025-03-01,4,1,26,0,54,12,44,98
2025-03-01,4,2,4,0,30,28,13,39
2025-03-01,5,1,13,0,39,42,21,95
2025-03-01,5,2,4,0,11,24,8,30
2025-03-01,6,1,21,1,73,77,62,140
2025-03-01,6,2,3,1,28,10,19,30
2025-03-01,7,1,25,1,47,19,30,46
2025-03-01,7,2,3,0,13,1,7,13
2025-03-01,A,1,17,2,63,15,60,57
2025-03-01,A,2,4,2,25,2,24,33
2025-03-01,B,1,14,1,58,32,16,60
2025-03-01,C,1,14,1,39,53,28,83
2025-03-01,C,2,7,2,15,10,17,25
2025-03-01,D,1,18,3,60,15,55,72
2025-03-01,D,2,7,0,6,2,13,45
2025-03-01,E,1,10,2,62,28,70,56
2025-03-01,E,2,3,0,10,2,20,28
2025-03-01,F,1,22,4,121,46,83,81
2025-03-01,F,2,5,0,20,16,37,34
2025-03-01,G,1,10,0,42,53,66,42
2025-03-01,G,2,0,0,16,6,15,26
2025-03-01,JZ,1,6,4,39,30,27,44
2025-03-01,JZ,2,4,0,8,7,17,20
2025-03-01,L,1,4,1,35,4,25,37
2025-03-01,L,2,5,0,13,1,2,6
2025-03-01,M,1,9,3,44,32,8,40
2025-03-01,M,2,1,0,1,1,1,1
2025-03-01,N,1,18,2,90,60,85,82
2025-03-01,N,2,5,1,28,18,27,27
2025-03-01,Q,1,9,3,53,33,51,81
2025-03-01,Q,2,5,1,17,11,18,24
2025-03-01,R,1,13,1,52,14,33,47
2025-03-01,R,2,1,1,10,1,4,18
2025-03-01,S 42nd,1,0,0,0,0,0,4
2025-03-01,S 42nd,2,0,0,1,0,0,2
2025-03-01,S Fkln,1,0,0,2,0,0,2
2025-03-01,S Fkln,2,0,0,0,0,0,2
2025-03-01,S Rock,1,0,1,10,0,4,7
2025-03-01,S Rock,2,0,0,2,0,1,2
2025-04-01,1,1,20,5,67,44,59,106
2025-04-01,1,2,1,3,20,3,11,13
2025-04-01,2,1,23,3,71,72,59,93
2025-04-01,2,2,5,0,20,31,25,45
2025-04-01,3,1,11,1,36,48,35,69
2025-04-01,3,2,3,0,10,13,18,24
2025-04-01,4,1,24,1,47,12,38,94
2025-04-01,4,2,2,0,16,20,20,47
2025-04-01,5,1,7,1,36,35,39,86
2025-04-01,5,2,2,1,6,11,7,23
2025-04-01,6,1,20,5,66,87,65,145
2025-04-01,6,2,3,1,16,12,18,40
2025-04-01,7,1,26,2,50,16,32,43
2025-04-01,7,2,2,0,11,4,9,9
2025-04-01,A,1,19,0,81,13,58,68
2025-04-01,A,2,3,0,21,2,24,19
2025-04-01,B,1,5,1,39,19,14,68
2025-04-01,C,1,6,0,37,45,26,79
2025-04-01,C,2,3,1,7,6,10,20
2025-04-01,D,1,22,0,75,13,51,74
2025-04-01,D,2,7,1,15,0,20,30
2025-04-01,E,1,6,0,71,24,70,43
2025-04-01,E,2,0,0,4,1,18,11
2025-04-01,F,1,24,0,116,36,89,110
2025-04-01,F,2,1,0,21,5,26,28
2025-04-01,G,1,6,0,54,40,62,59
2025-04-01,G,2,1,0,11,4,14,11
2025-04-01,JZ,1,8,1,24,16,23,46
2025-04-01,JZ,2,1,1,2,2,7,19
2025-04-01,L,1,8,1,49,7,35,28
2025-04-01,L,2,2,1,10,1,5,7
2025-04-01,M,1,11,1,57,39,21,53
2025-04-01,M,2,0,0,5,2,1,1
2025-04-01,N,1,14,2,72,30,69,65
2025-04-01,N,2,6,0,17,10,16,29
2025-04-01,Q,1,15,1,48,28,40,103
2025-04-01,Q,2,7,0,14,4,8,11
2025-04-01,R,1,14,2,46,15,32,58
2025-04-01,R,2,3,0,6,3,11,14
2025-04-01,S Fkln,1,0,0,3,0,1,0
2025-04-01,S Rock,1,0,0,5,0,0,2
2025-04-01,S Rock,2,0,0,0,0,0,2
2025-05-01,1,1,24,2,86,36,54,95
2025-05-01,1,2,4,2,15,8,18,29
2025-05-01,2,1,25,1,72,63,53,109
2025-05-01,2,2,9,0,20,26,28,47
2025-05-01,3,1,23,1,35,28,23,50
2025-05-01,3,2,5,0,17,32,14,21
2025-05-01,4,1,16,0,49,18,41,94
2025-05-01,4,2,9,0,30,41,23,42
2025-05-01,5,1,15,2,33,54,11,72
2025-05-01,5,2,3,0,5,6,8,10
2025-05-01,6,1,26,2,54,74,37,123
2025-05-01,6,2,5,0,8,8,17,51
2025-05-01,7,1,27,0,36,20,34,43
2025-05-01,7,2,12,3,18,5,13,11
2025-05-01,A,1,25,34,100,21,47,68
2025-05-01,A,2,8,12,30,6,23,25
2025-05-01,B,1,19,1,51,30,7,37
2025-05-01,C,1,13,1,26,46,19,65
2025-05-01,C,2,5,1,12,12,18,17
2025-05-01,D,1,24,3,57,22,60,74
2025-05-01,D,2,11,1,26,11,25,25
2025-05-01,E,1,5,1,59,26,57,30
2025-05-01,E,2,4,0,10,4,21,27
2025-05-01,F,1,16,3,100,52,73,79
2025-05-01,F,2,2,0,27,14,40,34
2025-05-01,G,1,7,1,35,42,56,51
2025-05-01,G,2,3,0,14,5,14,9
2025-05-01,JZ,1,10,1,29,20,27,45
2025-05-01,JZ,2,3,0,8,2,6,12
2025-05-01,L,1,10,0,49,7,40,32
2025-05-01,L,2,1,3,13,2,2,7
2025-05-01,M,1,16,1,47,35,9,48
2025-05-01,M,2,0,0,3,0,0,3
2025-05-01,N,1,11,0,69,62,58,69
2025-05-01,N,2,1,1,24,10,17,21
2025-05-01,Q,1,12,1,61,32,34,77
2025-05-01,Q,2,5,0,23,15,21,30
2025-05-01,R,1,16,1,37,16,27,54
2025-05-01,R,2,6,0,8,3,11,12
2025-05-01,S 42nd,1,0,0,2,0,0,0
2025-05-01,S 42nd,2,1,0,0,0,0,1
2025-05-01,S Fkln,1,0,0,4,0,0,2
2025-05-01,S Rock,1,1,15,8,4,3,6
2025-05-01,S Rock,2,0,5,4,2,1,4
2025-06-01,1,1,26,1,50,33,49,72
2025-06-01,1,2,11,0,17,11,16,32
2025-06-01,2,1,31,1,67,58,46,71
2025-06-01,2,2,14,0,21,48,21,35
2025-06-01,3,1,22,2,34,27,22,51
2025-06-01,3,2,5,3,12,27,7,21
2025-06-01,4,1,24,0,59,26,28,78
2025-06-01,4,2,11,1,20,44,20,37
2025-06-01,5,1,17,0,24,28,19,63
2025-06-01,5,2,2,0,7,17,5,7
2025-06-01,6,1,28,2,56,51,32,105
2025-06-01,6,2,9,0,16,19,20,45
2025-06-01,7,1,38,1,54,23,37,33
2025-06-01,7,2,7,2,7,8,6,16
2025-06-01,A,1,14,94,86,27,62,51
2025-06-01,A,2,6,32,32,4,21,25
2025-06-01,B,1,10,3,49,27,15,47
2025-06-01,C,1,7,0,36,43,10,53
2025-06-01,C,2,3,0,8,13,10,15
2025-06-01,D,1,26,2,79,18,54,55
2025-06-01,D,2,15,0,15,2,20,23
2025-06-01,E,1,4,2,66,23,62,35
2025-06-01,E,2,5,0,8,4,23,8
2025-06-01,F,1,9,2,107,24,79,75
2025-06-01,F,2,5,1,20,7,38,33
2025-06-01,G,1,7,1,44,32,63,43
2025-06-01,G,2,3,0,8,14,15,16
2025-06-01,JZ,1,9,2,42,14,20,37
2025-06-01,JZ,2,2,1,12,4,6,16
2025-06-01,L,1,6,3,54,7,51,28
2025-06-01,L,2,2,1,8,2,6,10
2025-06-01,M,1,18,3,61,30,8,37
2025-06-01,M,2,0,0,6,1,3,2
2025-06-01,N,1,21,2,92,31,62,72
2025-06-01,N,2,12,0,22,4,18,21
2025-06-01,Q,1,11,2,43,29,44,73
2025-06-01,Q,2,4,0,23,7,20,32
2025-06-01,R,1,11,1,49,17,28,44
2025-06-01,R,2,1,0,14,0,5,5
2025-06-01,S 42nd,1,0,0,1,0,0,2
2025-06-01,S Fkln,1,0,0,2,0,1,3
2025-06-01,S Fkln,2,0,0,1,0,0,0
2025-06-01,S Rock,1,1,43,3,1,14,3
2025-06-01,S Rock,2,3,22,5,3,1,2
2025-07-01,1,1,24,2,75,36,39,95
2025-07-01,1,2,5,0,18,2,15,27
2025-07-01,2,1,20,0,61,76,66,78
2025-07-01,2,2,7,0,21,43,17,37
2025-07-01,3,1,15,0,55,34,12,54
2025-07-01,3,2,8,0,14,29,5,22
2025-07-01,4,1,25,1,52,26,47,84
