Month,Line,Day Type,Crew Availability,External Factors,Infrastructure & Equipment,Operating Conditions,Planned ROW Work,Police & Medical
2022-03-01,JZ,1,14,2,41,58,12,57
2022-03-01,JZ,2,1,0,11,15,8,28
2022-03-01,L,1,9,0,35,8,37,33
2022-03-01,L,2,2,1,6,4,9,21
2022-03-01,M,1,10,1,43,72,13,41
2022-03-01,M,2,1,1,1,2,0,3
2022-03-01,N,1,24,1,60,87,53,109
2022-03-01,N,2,15,1,12,36,18,43
2022-03-01,Q,1,7,6,53,67,33,90
2022-03-01,Q,2,8,2,19,38,18,43
2022-03-01,R,1,15,0,47,56,21,74
2022-03-01,R,2,10,0,14,15,5,18
2022-03-01,S 42nd,1,0,0,2,0,1,4
2022-03-01,S 42nd,2,0,0,0,0,0,3
2022-03-01,S Fkln,1,0,0,2,0,0,1
2022-03-01,S Fkln,2,0,0,2,0,1,0
2022-03-01,S Rock,1,1,15,4,5,2,5
2022-03-01,S Rock,2,0,1,0,1,0,0
2022-04-01,1,1,17,0,28,102,34,94
2022-04-01,1,2,6,1,13,28,5,26
2022-04-01,2,1,24,0,48,76,30,69
2022-04-01,2,2,14,0,13,75,22,43
2022-04-01,3,1,22,0,23,25,7,40
2022-04-01,3,2,7,0,8,39,7,16
2022-04-01,4,1,34,0,35,59,31,69
2022-04-01,4,2,14,0,14,53,18,34
2022-04-01,5,1,23,1,20,52,24,39
2022-04-01,5,2,1,0,3,19,2,6
2022-04-01,6,1,32,3,45,149,33,177
2022-04-01,6,2,10,2,19,52,13,39
2022-04-01,7,1,42,5,37,17,20,47
2022-04-01,7,2,11,0,18,11,12,18
2022-04-01,A,1,33,47,78,85,45,108
2022-04-01,A,2,7,24,23,50,17,30
2022-04-01,B,1,17,1,32,73,22,40
2022-04-01,C,1,12,0,38,64,6,61
2022-04-01,C,2,5,0,7,24,5,14
2022-04-01,D,1,23,1,44,74,38,77
2022-04-01,D,2,15,1,12,18,16,18
2022-04-01,E,1,22,0,53,71,55,66
2022-04-01,E,2,9,1,12,13,22,14
2022-04-01,F,1,52,1,90,54,49,79
2022-04-01,F,2,6,0,16,13,20,26
2022-04-01,G,1,18,1,30,49,28,26
2022-04-01,G,2,1,0,6,6,9,6
2022-04-01,JZ,1,16,3,30,40,13,40
2022-04-01,JZ,2,9,1,4,26,7,19
2022-04-01,L,1,10,2,23,4,23,24
2022-04-01,L,2,1,1,7,5,9,16
2022-04-01,M,1,6,1,36,56,7,36
2022-04-01,M,2,1,0,4,3,2,3
2022-04-01,N,1,31,2,61,81,48,74
2022-04-01,N,2,14,0,13,30,26,26
2022-04-01,Q,1,21,3,49,63,31,73
2022-04-01,Q,2,11,0,15,22,23,32
2022-04-01,R,1,19,0,55,67,7,45
2022-04-01,R,2,6,0,13,17,13,21
2022-04-01,S 42nd,1,0,0,3,0,0,9
2022-04-01,S 42nd,2,0,0,0,0,0,1
2022-04-01,S Fkln,1,4,0,0,0,0,0
2022-04-01,S Fkln,2,0,0,0,0,0,2
2022-04-01,S Rock,1,0,18,5,2,1,3
2022-04-01,S Rock,2,0,7,0,0,0,0
2022-05-01,1,1,24,1,39,95,25,83
2022-05-01,1,2,11,0,19,21,9,22
2022-05-01,2,1,38,0,44,93,42,61
2022-05-01,2,2,13,3,26,92,18,45
2022-05-01,3,1,28,1,15,25,3,32
2022-05-01,3,2,7,0,9,46,9,26
2022-05-01,4,1,39,1,31,61,29,76
2022-05-01,4,2,12,0,28,73,17,43
2022-05-01,5,1,21,1,20,50,14,42
2022-05-01,5,2,1,0,2,18,1,4
2022-05-01,6,1,34,0,51,167,32,145
2022-05-01,6,2,5,1,24,70,16,42
2022-05-01,7,1,62,4,47,19,33,39
2022-05-01,7,2,19,2,15,9,13,30
2022-05-01,A,1,36,44,63,88,57,108
2022-05-01,A,2,11,17,20,51,23,31
2022-05-01,B,1,19,3,34,92,10,41
2022-05-01,C,1,12,2,19,69,6,55
2022-05-01,C,2,3,1,10,24,5,18
2022-05-01,D,1,39,1,42,74,36,90
2022-05-01,D,2,16,0,16,36,15,30
2022-05-01,E,1,47,1,57,95,50,68
2022-05-01,E,2,9,0,10,11,18,10
2022-05-01,F,1,45,1,81,49,57,74
2022-05-01,F,2,8,0,14,9,19,21
2022-05-01,G,1,14,0,37,48,22,17
2022-05-01,G,2,3,0,5,16,9,6
2022-05-01,JZ,1,20,8,27,51,25,41
2022-05-01,JZ,2,9,1,13,12,5,20
2022-05-01,L,1,12,3,30,6,31,19
2022-05-01,L,2,3,0,15,0,3,6
2022-05-01,M,1,22,2,33,32,9,30
2022-05-01,M,2,1,0,1,4,1,4
2022-05-01,N,1,36,2,49,86,41,106
2022-05-01,N,2,9,1,19,31,14,28
2022-05-01,Q,1,19,3,40,66,39,77
2022-05-01,Q,2,6,0,15,37,26,51
2022-05-01,R,1,29,0,41,58,15,52
2022-05-01,R,2,3,0,21,22,6,11
2022-05-01,S 42nd,1,0,0,0,1,0,2
2022-05-01,S 42nd,2,0,0,1,0,0,3
2022-05-01,S Fkln,1,0,0,2,0,1,6
2022-05-01,S Rock,1,1,25,3,2,0,2
2022-05-01,S Rock,2,0,10,1,2,0,2
2022-06-01,1,1,16,5,29,92,35,90
2022-06-01,1,2,15,0,4,28,5,29
2022-06-01,2,1,48,4,44,111,38,63
2022-06-01,2,2,15,0,17,64,16,36
2022-06-01,3,1,28,0,29,40,11,44
2022-06-01,3,2,8,1,14,43,14,8
2022-06-01,4,1,39,0,36,66,28,66
2022-06-01,4,2,9,0,13,57,12,37
2022-06-01,5,1,35,1,27,70,19,42
2022-06-01,5,2,5,0,5,21,5,11
2022-06-01,6,1,30,2,57,139,37,130
2022-06-01,6,2,14,0,13,58,8,21
2022-06-01,7,1,44,0,40,17,17,50
2022-06-01,7,2,11,0,5,14,9,16
2022-06-01,A,1,34,75,87,94,59,77
2022-06-01,A,2,17,16,22,33,26,30
2022-06-01,B,1,15,1,34,91,20,33
2022-06-01,C,1,13,0,26,58,10,60
2022-06-01,C,2,7,0,11,24,7,15
2022-06-01,D,1,40,1,48,90,44,86
2022-06-01,D,2,19,0,13,31,13,22
2022-06-01,E,1,41,0,72,88,51,46
2022-06-01,E,2,8,0,8,5,8,8
2022-06-01,F,1,38,2,94,68,67,56
2022-06-01,F,2,7,0,18,7,16,16
2022-06-01,G,1,4,1,31,46,19,17
2022-06-01,G,2,4,0,4,5,5,1
2022-06-01,JZ,1,14,0,34,63,23,38
2022-06-01,JZ,2,6,2,4,8,4,11
2022-06-01,L,1,14,0,30,4,24,23
2022-06-01,L,2,14,0,10,1,6,7
2022-06-01,M,1,20,0,64,52,10,33
2022-06-01,M,2,0,0,1,0,0,0
2022-06-01,N,1,25,4,58,93,58,80
2022-06-01,N,2,17,1,12,27,15,23
2022-06-01,Q,1,24,4,41,107,36,63
2022-06-01,Q,2,13,2,12,47,17,26
2022-06-01,R,1,28,0,39,62,8,39
2022-06-01,R,2,10,0,7,14,9,6
2022-06-01,S 42nd,1,1,0,2,0,0,3
2022-06-01,S 42nd,2,0,0,0,0,0,2
2022-06-01,S Fkln,1,0,0,2,0,0,1
2022-06-01,S Fkln,2,0,0,1,0,0,0
2022-06-01,S Rock,1,1,19,5,0,0,2
2022-06-01,S Rock,2,1,15,1,7,0,1
2022-07-01,1,1,16,2,66,93,34,76
2022-07-01,1,2,6,2,12,26,14,32
2022-07-01,2,1,17,4,52,105,41,55
2022-07-01,2,2,4,1,23,56,22,43
2022-07-01,3,1,17,0,36,67,19,43
2022-07-01,3,2,6,0,13,40,10,25
2022-07-01,4,1,15,0,51,60,25,44
2022-07-01,4,2,7,1,23,63,15,35
2022-07-01,5,1,8,5,28,85,16,40
2022-07-01,5,2,1,1,14,36,9,15
2022-07-01,6,1,17,1,64,106,23,86
2022-07-01,6,2,4,1,21,43,9,22
2022-07-01,7,1,37,0,32,14,30,36
2022-07-01,7,2,12,0,17,10,13,26
2022-07-01,A,1,21,44,96,85,44,74
2022-07-01,A,2,14,24,35,41,37,44
2022-07-01,B,1,13,0,24,69,11,29
2022-07-01,C,1,12,1,34,65,7,36
2022-07-01,C,2,8,0,15,37,9,21
2022-07-01,D,1,21,1,36,85,46,51
2022-07-01,D,2,10,0,13,46,24,28
2022-07-01,E,1,44,1,50,60,41,37
2022-07-01,E,2,6,0,17,11,15,12
2022-07-01,F,1,34,6,100,47,53,54
2022-07-01,F,2,17,1,19,18,19,22
2022-07-01,G,1,14,1,36,29,22,14
2022-07-01,G,2,4,1,6,14,2,7
2022-07-01,JZ,1,17,1,43,65,12,42
2022-07-01,JZ,2,6,0,26,16,13,15
2022-07-01,L,1,15,2,28,2,22,15
2022-07-01,L,2,11,0,14,1,4,11
2022-07-01,M,1,29,0,67,41,8,20
2022-07-01,M,2,2,1,0,4,1,3
2022-07-01,N,1,27,0,80,66,45,57
2022-07-01,N,2,16,0,22,49,20,20
2022-07-01,Q,1,23,0,65,95,30,54
2022-07-01,Q,2,13,0,21,45,21,30
2022-07-01,R,1,28,1,50,61,21,32
2022-07-01,R,2,10,0,14,16,4,11
2022-07-01,S 42nd,1,1,0,3,1,0,3
2022-07-01,S 42nd,2,0,0,3,0,0,2
2022-07-01,S Fkln,1,1,1,5,0,0,0
2022-07-01,S Fkln,2,0,0,4,0,0,0
2022-07-01,S Rock,1,0,6,7,9,1,5
2022-07-01,S Rock,2,1,11,5,10,0,1
2022-08-01,1,1,20,1,62,98,61,63
2022-08-01,1,2,4,1,14,24,3,13
2022-08-01,2,1,25,2,55,146,38,76
2022-08-01,2,2,6,0,16,42,14,28
2022-08-01,3,1,19,0,39,90,19,24
2022-08-01,3,2,2,0,17,33,10,16
2022-08-01,4,1,21,1,45,70,32,63
2022-08-01,4,2,4,0,14,49,14,25
2022-08-01,5,1,9,1,32,92,19,57
2022-08-01,5,2,2,0,8,25,0,9
2022-08-01,6,1,20,3,73,132,26,93
2022-08-01,6,2,6,1,20,24,17,31
2022-08-01,7,1,46,1,54,15,21,52
2022-08-01,7,2,8,0,9,3,6,18
2022-08-01,A,1,31,62,99,80,59,76
2022-08-01,A,2,13,16,29,34,17,23
2022-08-01,B,1,12,1,41,83,8,29
2022-08-01,C,1,10,0,35,63,7,51
2022-08-01,C,2,5,0,7,30,9,14
2022-08-01,D,1,32,1,53,77,57,50
2022-08-01,D,2,10,0,27,33,22,26
2022-08-01,E,1,39,1,83,71,56,50
2022-08-01,E,2,10,1,17,12,9,12
2022-08-01,F,1,34,2,83,59,67,54
2022-08-01,F,2,13,0,23,19,17,13
2022-08-01,G,1,10,1,22,46,20,11
2022-08-01,G,2,4,0,2,6,3,1
2022-08-01,JZ,1,15,5,43,62,29,50
2022-08-01,JZ,2,5,0,6,12,6,11
2022-08-01,L,1,9,0,34,4,23,17
2022-08-01,L,2,6,0,14,10,6,9
2022-08-01,M,1,34,0,63,57,8,37
2022-08-01,M,2,0,0,0,0,0,1
2022-08-01,N,1,28,1,81,77,64,76
2022-08-01,N,2,14,0,18,24,22,11
2022-08-01,Q,1,28,2,60,82,45,62
2022-08-01,Q,2,21,0,17,46,13,14
2022-08-01,R,1,24,0,48,60,31,71
2022-08-01,R,2,8,0,10,9,5,18
2022-08-01,S 42nd,1,0,0,7,0,1,2
2022-08-01,S 42nd,2,0,0,0,0,0,2
2022-08-01,S Fkln,1,0,0,1,0,0,2
2022-08-01,S Fkln,2,0,0,0,0,0,0
2022-08-01,S Rock,1,1,21,3,3,3,2
2022-08-01,S Rock,2,1,12,4,4,0,6
2022-09-01,1,1,16,1,53,122,42,78
2022-09-01,1,2,5,1,12,13,8,26
2022-09-01,2,1,21,0,68,121,35,66
2022-09-01,2,2,4,2,25,56,25,41
2022-09-01,3,1,12,0,40,87,13,47
2022-09-01,3,2,5,0,5,27,2,17
2022-09-01,4,1,26,0,36,73,23,68
2022-09-01,4,2,11,1,14,57,9,40
2022-09-01,5,1,13,2,32,83,20,49
2022-09-01,5,2,1,0,3,20,2,7
2022-09-01,6,1,19,0,54,130,21,126
2022-09-01,6,2,3,2,17,40,17,34
2022-09-01,7,1,23,6,39,15,17,51
2022-09-01,7,2,7,1,10,8,7,15
2022-09-01,A,1,23,45,105,77,47,88
2022-09-01,A,2,15,10,35,38,24,34
2022-09-01,B,1,4,0,27,77,14,44
2022-09-01,C,1,8,0,42,62,11,51
2022-09-01,C,2,1,0,6,24,4,13
2022-09-01,D,1,20,3,50,79,63,67
2022-09-01,D,2,4,0,24,27,19,29
2022-09-01,E,1,23,1,77,64,58,42
2022-09-01,E,2,13,1,9,18,12,12
2022-09-01,F,1,30,3,93,72,57,66
2022-09-01,F,2,8,1,21,11,18,17
2022-09-01,G,1,9,0,33,56,26,12
2022-09-01,G,2,3,1,7,4,5,3
2022-09-01,JZ,1,10,5,31,61,17,51
2022-09-01,JZ,2,6,5,7,11,14,21
2022-09-01,L,1,8,0,41,3,20,17
2022-09-01,L,2,4,0,16,0,12,9
2022-09-01,M,1,12,1,67,51,6,35
2022-09-01,M,2,3,0,1,2,1,1
2022-09-01,N,1,24,1,75,95,48,88
2022-09-01,N,2,6,0,29,37,18,19
2022-09-01,Q,1,18,2,42,95,43,55
2022-09-01,Q,2,7,1,20,28,18,27
2022-09-01,R,1,21,0,46,69,25,57
2022-09-01,R,2,3,0,16,9,6,20
2022-09-01,S 42nd,1,0,0,1,0,0,2
2022-09-01,S 42nd,2,0,0,0,0,0,3
2022-09-01,S Fkln,1,0,2,0,0,0,0
2022-09-01,S Fkln,2,1,0,0,0,0,0
2022-09-01,S Rock,1,0,29,5,7,2,4
2022-09-01,S Rock,2,0,6,6,5,2,1
2022-10-01,1,1,9,3,58,109,41,107
2022-10-01,1,2,9,0,17,25,7,31
2022-10-01,2,1,23,4,63,140,31,61
2022-10-01,2,2,9,0,34,73,19,44
2022-10-01,3,1,15,0,30,64,9,35
2022-10-01,3,2,3,0,5,27,4,12
2022-10-01,4,1,15,2,59,67,16,63
2022-10-01,4,2,4,1,16,76,13,31
2022-10-01,5,1,14,3,34,97,25,39
2022-10-01,5,2,2,1,4,25,9,17
2022-10-01,6,1,19,1,65,148,29,126
2022-10-01,6,2,9,0,14,64,14,40
2022-10-01,7,1,33,5,41,12,25,43
2022-10-01,7,2,15,1,12,14,19,21
2022-10-01,A,1,26,46,99,76,54,92
2022-10-01,A,2,6,25,36,31,37,36
2022-10-01,B,1,10,0,28,111,32,36
2022-10-01,C,1,11,0,38,75,9,63
2022-10-01,C,2,6,0,14,16,9,21
2022-10-01,D,1,31,5,62,80,50,92
2022-10-01,D,2,11,0,18,24,25,28
2022-10-01,E,1,31,0,77,67,57,53
2022-10-01,E,2,4,0,10,12,25,15
2022-10-01,F,1,24,3,95,61,64,98
2022-10-01,F,2,5,0,19,16,29,18
2022-10-01,G,1,4,0,23,43,27,10
2022-10-01,G,2,5,0,1,12,6,6
2022-10-01,JZ,1,9,3,27,40,12,46
2022-10-01,JZ,2,3,3,3,9,10,18
2022-10-01,L,1,12,1,36,6,15,14
2022-10-01,L,2,3,1,10,1,5,10
2022-10-01,M,1,14,3,62,40,5,34
2022-10-01,M,2,2,0,3,1,1,5
2022-10-01,N,1,19,0,75,87,48,93
2022-10-01,N,2,12,1,18,36,29,28
2022-10-01,Q,1,13,3,57,89,61,59
2022-10-01,Q,2,6,0,16,38,25,23
2022-10-01,R,1,10,1,42,62,23,52
2022-10-01,R,2,11,0,25,29,9,19
2022-10-01,S 42nd,1,0,0,2,0,0,1
2022-10-01,S 42nd,2,0,0,2,0,0,0
2022-10-01,S Fkln,1,0,0,4,0,1,1
2022-10-01,S Fkln,2,1,1,1,0,0,1
2022-10-01,S Rock,1,0,12,2,8,0,3
2022-10-01,S Rock,2,0,9,0,5,1,0
2022-11-01,1,1,12,1,57,98,40,95
2022-11-01,1,2,6,0,14,19,8,30
2022-11-01,2,1,22,0,67,129,34,78
2022-11-01,2,2,7,2,21,51,18,39
2022-11-01,3,1,14,0,20,55,8,34
2022-11-01,3,2,2,0,5,52,4,20
2022-11-01,4,1,12,0,42,65,32,74
2022-11-01,4,2,5,0,14,33,16,21
2022-11-01,5,1,8,4,48,72,21,47
2022-11-01,5,2,1,1,5,34,4,14
2022-11-01,6,1,19,0,47,132,35,119
2022-11-01,6,2,2,0,13,30,15,33
2022-11-01,7,1,18,3,38,12,25,29
2022-11-01,7,2,4,1,13,11,7,7
2022-11-01,A,1,34,63,98,87,55,95
2022-11-01,A,2,6,24,46,33,21,42
2022-11-01,B,1,12,2,34,108,18,43
2022-11-01,C,1,5,0,34,70,14,74
2022-11-01,C,2,8,1,13,15,8,21
2022-11-01,D,1,25,0,58,65,39,75
2022-11-01,D,2,13,1,20,33,19,35
2022-11-01,E,1,16,0,96,71,56,46
2022-11-01,E,2,7,0,12,10,18,18
2022-11-01,F,1,24,0,94,48,63,77
2022-11-01,F,2,10,0,21,23,27,22
2022-11-01,G,1,8,1,31,39,31,17
2022-11-01,G,2,2,0,6,19,9,3
2022-11-01,JZ,1,12,4,28,53,16,39
2022-11-01,JZ,2,1,2,6,8,6,17
2022-11-01,L,1,13,0,30,4,27,26
2022-11-01,L,2,11,1,4,2,4,8
2022-11-01,M,1,9,2,53,37,8,44
2022-11-01,M,2,1,0,0,2,1,2
2022-11-01,N,1,18,7,64,74,59,75
2022-11-01,N,2,9,0,20,33,25,24
2022-11-01,Q,1,12,5,67,92,41,52
2022-11-01,Q,2,11,0,13,49,17,20
2022-11-01,R,1,13,3,65,56,19,55
2022-11-01,R,2,8,0,15,19,8,16
2022-11-01,S 42nd,1,0,0,0,0,1,7
2022-11-01,S 42nd,2,1,0,2,0,0,0
2022-11-01,S Fkln,1,0,0,6,0,0,1
2022-11-01,S Fkln,2,0,0,1,0,1,2
2022-11-01,S Rock,1,1,24,2,8,3,2
2022-11-01,S Rock,2,0,8,1,4,1,3
2022-12-01,1,1,22,2,54,114,35,101
2022-12-01,1,2,11,1,20,27,12,35
2022-12-01,2,1,16,1,76,125,31,94
2022-12-01,2,2,10,2,23,65,16,54
2022-12-01,3,1,18,1,35,56,13,40
2022-12-01,3,2,6,2,16,33,3,22
2022-12-01,4,1,21,0,35,65,22,89
2022-12-01,4,2,6,1,25,48,18,44
2022-12-01,5,1,20,3,34,74,5,40
2022-12-01,5,2,0,1,11,23,8,13
2022-12-01,6,1,20,0,52,140,47,124
2022-12-01,6,2,6,3,26,64,22,33
2022-12-01,7,1,29,7,44,10,25,32
2022-12-01,7,2,5,2,21,7,8,31
2022-12-01,A,1,30,53,93,92,49,101
2022-12-01,A,2,13,11,24,44,21,53
2022-12-01,B,1,11,6,34,81,11,40
2022-12-01,C,1,12,0,35,72,12,68
2022-12-01,C,2,6,1,8,28,7,17
2022-12-01,D,1,17,3,57,61,49,93
2022-12-01,D,2,11,0,15,22,18,37
2022-12-01,E,1,21,3,71,67,57,59
2022-12-01,E,2,3,1,11,10,17,14
2022-12-01,F,1,20,1,103,59,57,84
2022-12-01,F,2,9,1,18,25,18,25
2022-12-01,G,1,4,1,18,39,29,16
2022-12-01,G,2,2,0,4,12,10,3
2022-12-01,JZ,1,16,4,27,32,19,43
2022-12-01,JZ,2,4,1,10,12,3,17
2022-12-01,L,1,16,3,28,4,23,31
2022-12-01,L,2,4,3,16,2,7,12
2022-12-01,M,1,12,1,47,41,4,33
2022-12-01,M,2,1,0,4,0,0,3
2022-12-01,N,1,30,4,78,88,45,76
2022-12-01,N,2,9,2,33,32,18,30
2022-12-01,Q,1,9,9,56,78,30,55
2022-12-01,Q,2,3,1,40,32,12,20
2022-12-01,R,1,13,1,50,61,15,54
2022-12-01,R,2,3,1,10,25,4,19
2022-12-01,S 42nd,1,0,0,1,0,0,3
2022-12-01,S 42nd,2,0,0,2,0,0,0
2022-12-01,S Fkln,1,1,0,3,1,0,1
2022-12-01,S Fkln,2,1,0,0,0,0,1
2022-12-01,S Rock,1,1,19,4,11,1,4
2022-12-01,S Rock,2,0,7,0,5,0,1
2023-01-01,1,1,4,2,51,97,42,86
2023-01-01,1,2,5,1,18,22,10,36
2023-01-01,2,1,19,1,53,101,37,66
2023-01-01,2,2,8,1,19,65,19,71
2023-01-01,3,1,3,0,26,51,9,49
2023-01-01,3,2,1,0,9,32,7,14
2023-01-01,4,1,7,0,42,72,36,72
2023-01-01,4,2,7,1,12,40,11,31
2023-01-01,5,1,2,1,25,81,8,47
2023-01-01,5,2,2,0,6,23,8,9
2023-01-01,6,1,11,1,56,112,39,123
2023-01-01,6,2,4,0,17,25,27,33
2023-01-01,7,1,12,9,28,11,25,43
2023-01-01,7,2,4,2,12,6,11,10
2023-01-01,A,1,18,41,96,69,51,92
2023-01-01,A,2,5,10,21,36,21,33
2023-01-01,B,1,8,2,27,66,8,38
2023-01-01,C,1,9,0,44,63,5,54
2023-01-01,C,2,2,0,12,21,4,17
2023-01-01,D,1,17,1,54,51,53,105
2023-01-01,D,2,7,0,14,8,15,30
2023-01-01,E,1,12,3,67,75,59,70
2023-01-01,E,2,6,0,14,10,17,17
2023-01-01,F,1,21,3,89,45,71,92
2023-01-01,F,2,6,0,14,16,27,29
2023-01-01,G,1,5,0,24,31,29,12
2023-01-01,G,2,1,0,6,4,6,5
2023-01-01,JZ,1,9,5,27,34,26,32
2023-01-01,JZ,2,5,1,16,6,7,17
2023-01-01,L,1,11,1,36,4,32,28
2023-01-01,L,2,2,0,4,1,4,6
2023-01-01,M,1,14,0,49,38,10,37
2023-01-01,M,2,0,0,10,6,2,12
2023-01-01,N,1,12,3,70,58,51,72
2023-01-01,N,2,2,1,19,20,6,22
2023-01-01,Q,1,12,5,48,62,40,51
2023-01-01,Q,2,5,1,18,29,13,17
2023-01-01,R,1,9,2,47,53,23,58
2023-01-01,R,2,7,0,14,11,7,17
2023-01-01,S 42nd,1,0,0,1,0,0,4
2023-01-01,S 42nd,2,0,0,0,0,0,1
2023-01-01,S Fkln,1,0,0,1,0,0,3
2023-01-01,S Fkln,2,0,0,1,0,0,2
2023-01-01,S Rock,1,0,14,3,4,2,4
2023-01-01,S Rock,2,0,4,0,0,0,3
2023-02-01,1,1,14,1,49,86,48,91
2023-02-01,1,2,4,0,10,13,16,34
2023-02-01,2,1,17,2,41,108,43,64
2023-02-01,2,2,4,0,25,62,18,51
2023-02-01,3,1,10,0,26,59,12,42
2023-02-01,3,2,0,0,6,18,0,14
2023-02-01,4,1,17,0,37,54,23,65
2023-02-01,4,2,6,0,21,54,13,28
2023-02-01,5,1,13,0,41,57,6,46
2023-02-01,5,2,5,0,14,13,1,12
2023-02-01,6,1,13,2,44,117,32,140
2023-02-01,6,2,6,0,13,33,5,31
2023-02-01,7,1,16,5,41,12,15,51
2023-02-01,7,2,1,0,9,13,12,18
2023-02-01,A,1,19,26,98,62,46,80
2023-02-01,A,2,9,16,32,30,19,35
2023-02-01,B,1,8,1,31,48,5,32
2023-02-01,C,1,11,0,33,44,5,50
2023-02-01,C,2,5,0,10,18,1,15
2023-02-01,D,1,13,2,51,54,37,81
2023-02-01,D,2,7,1,25,13,14,33
2023-02-01,E,1,15,1,51,41,48,40
2023-02-01,E,2,4,1,14,3,19,12
2023-02-01,F,1,21,1,82,61,66,85
2023-02-01,F,2,8,0,12,23,23,23
2023-02-01,G,1,5,2,16,37,31,13
2023-02-01,G,2,1,0,2,14,5,9
2023-02-01,JZ,1,4,5,27,29,26,45
2023-02-01,JZ,2,5,0,9,3,5,17
2023-02-01,L,1,14,0,27,2,15,18
2023-02-01,L,2,1,1,7,1,6,8
2023-02-01,M,1,17,0,36,28,5,28
2023-02-01,M,2,0,0,0,9,0,6
2023-02-01,N,1,21,3,63,84,42,68
2023-02-01,N,2,7,0,22,21,17,36
2023-02-01,Q,1,18,2,38,51,29,60
2023-02-01,Q,2,9,0,16,20,13,32
2023-02-01,R,1,14,1,43,49,12,49
2023-02-01,R,2,5,0,15,7,10,20
2023-02-01,S 42nd,1,1,0,3,0,0,4
2023-02-01,S 42nd,2,0,0,1,0,0,2
2023-02-01,S Fkln,1,0,0,1,1,0,0
2023-02-01,S Fkln,2,0,0,0,0,0,1
2023-02-01,S Rock,1,4,6,2,5,0,3
2023-02-01,S Rock,2,0,10,2,2,0,1
2023-03-01,1,1,14,1,61,105,44,98
2023-03-01,1,2,3,0,10,9,16,23
2023-03-01,2,1,17,0,56,108,39,86
2023-03-01,2,2,4,0,17,66,16,36
2023-03-01,3,1,9,0,30,63,13,43
2023-03-01,3,2,0,0,0,23,4,8
2023-03-01,4,1,20,1,56,66,34,68
2023-03-01,4,2,2,0,15,52,14,40
2023-03-01,5,1,6,1,39,93,16,59
2023-03-01,5,2,0,0,2,15,2,3
2023-03-01,6,1,21,3,71,149,32,98
2023-03-01,6,2,5,0,15,45,20,31
2023-03-01,7,1,18,3,52,9,26,62
2023-03-01,7,2,1,1,5,8,6,14
2023-03-01,A,1,17,56,108,83,60,116
2023-03-01,A,2,9,8,15,25,18,36
2023-03-01,B,1,6,0,39,52,9,46
2023-03-01,C,1,8,3,29,62,9,62
2023-03-01,C,2,9,0,10,16,8,17
2023-03-01,D,1,23,2,48,75,55,104
2023-03-01,D,2,9,0,8,8,13,27
2023-03-01,E,1,11,2,62,64,56,79
2023-03-01,E,2,4,1,14,4,18,15
2023-03-01,F,1,23,3,82,77,66,78
2023-03-01,F,2,7,3,20,9,22,21
2023-03-01,G,1,4,1,28,57,48,12
2023-03-01,G,2,2,0,2,10,11,5
2023-03-01,JZ,1,13,1,23,51,24,48
2023-03-01,JZ,2,2,0,5,5,3,22
2023-03-01,L,1,9,1,32,10,36,31
2023-03-01,L,2,0,0,6,0,3,9
2023-03-01,M,1,8,0,53,44,4,33
2023-03-01,M,2,1,0,2,3,0,7
2023-03-01,N,1,21,2,76,112,53,98
2023-03-01,N,2,4,2,14,25,15,25
2023-03-01,Q,1,13,3,55,73,40,74
2023-03-01,Q,2,7,0,13,18,19,22
2023-03-01,R,1,22,2,58,70,18,51
2023-03-01,R,2,4,0,13,6,6,14
2023-03-01,S 42nd,1,1,0,1,0,0,9
2023-03-01,S 42nd,2,0,0,1,0,0,1
2023-03-01,S Fkln,1,0,0,3,0,0,2
2023-03-01,S Fkln,2,0,0,4,0,0,1
2023-03-01,S Rock,1,2,13,4,1,3,3
2023-03-01,S Rock,2,0,4,1,0,1,0
2023-04-01,1,1,23,2,50,78,31,91
2023-04-01,1,2,8,1,12,22,10,34
2023-04-01,2,1,15,1,46,98,37,49
2023-04-01,2,2,3,0,27,75,14,29
2023-04-01,3,1,13,1,32,46,9,29
2023-04-01,3,2,2,0,8,46,7,14
2023-04-01,4,1,17,0,54,46,25,76
2023-04-01,4,2,5,0,18,47,16,36
2023-04-01,5,1,7,1,28,51,11,54
2023-04-01,5,2,2,1,9,27,1,11
2023-04-01,6,1,9,2,56,137,37,111
2023-04-01,6,2,2,0,18,42,16,28
2023-04-01,7,1,15,1,30,3,19,36
2023-04-01,7,2,4,3,21,11,11,34
2023-04-01,A,1,16,51,74,72,57,78
2023-04-01,A,2,6,8,25,23,25,34
2023-04-01,B,1,8,0,28,61,3,29
2023-04-01,C,1,6,0,15,55,13,39
2023-04-01,C,2,1,0,9,16,13,9
2023-04-01,D,1,22,1,44,63,45,81
2023-04-01,D,2,4,0,16,27,20,23
2023-04-01,E,1,10,0,81,75,62,43
2023-04-01,E,2,7,0,11,8,22,12
2023-04-01,F,1,15,0,82,88,58,68
2023-04-01,F,2,7,0,26,36,25,25
2023-04-01,G,1,6,0,15,36,39,12
2023-04-01,G,2,0,0,6,5,7,5
2023-04-01,JZ,1,9,2,27,30,21,49
2023-04-01,JZ,2,5,3,6,14,4,14
2023-04-01,L,1,8,0,22,1,29,20
2023-04-01,L,2,2,1,10,0,3,6
2023-04-01,M,1,11,0,23,38,7,31
2023-04-01,M,2,4,0,7,1,0,0
